,T01. Artificial Intelligence will improve society more than it will create problems.,T02. Generative AI tools should be allowed as learning aids in higher education.,T03. Students should disclose the use of AI in assignments and reports.,T04. Every engineering student should receive formal education in AI.,T05. Artificial Intelligence will significantly accelerate scientific discovery.,T06. Most repetitive jobs will eventually be replaced by intelligent automation.,T07. Robots should replace humans in hazardous occupations whenever possible.,T08. AI-assisted diagnosis should become routine in healthcare.,T09. Autonomous vehicles will ultimately make transportation safer.,T10. Protection of personal data is more important than technological convenience.,T11. Technology companies should explain how recommendation algorithms work.,T12. Governments should introduce stricter regulations for Artificial Intelligence.,T13. Cybersecurity deserves greater investment than the development of new digital technologies.,T14. Social media algorithms contribute to opinion polarization.,T15. Society will increasingly depend on AI-assisted decision making.,E01. Project-based learning develops deeper understanding than examination-oriented learning.,E02. Traditional written examinations accurately measure a student's knowledge.,E03. Class attendance should be compulsory for all courses.,E04. High-quality online learning can effectively complement classroom teaching.,E05. Students should be encouraged to take courses outside their primary discipline.,E06. Every undergraduate student should participate in at least one research project.,"E07. Publishing research before graduation should be encouraged, but not mandatory.",E08. Maintaining academic honesty is more important than obtaining high grades.,E09. Collaborative learning is generally more effective than individual learning.,E10. Universities should prioritize innovation and problem-solving over rote learning.,E11. University curricula should be updated more frequently to match emerging technologies.,E12. Artificial intelligence should be integrated into teaching and personalized learning.,E13. Universities should invest more resources in research than in expanding infrastructure.,E14. Strong collaborations between universities and industry improve student education.,E15. Continuous learning and skill development are essential throughout one's career.,S01. Every individual has a responsibility to contribute positively to society.,S02. Universities should encourage students to participate in community service activities.,S03. New technologies should be evaluated for their societal impact before widespread deployment.,S04. Technology companies should be accountable for unethical use of their platforms.,S05. Individuals should have greater control over how their personal data are collected and used.,"S06. Combating online misinformation requires shared responsibility among users, platforms, and governments.",S07. Equal opportunities should be prioritized regardless of a person's background.,S08. Diverse teams generally make better decisions than homogeneous teams.,S09. Universities should promote an inclusive environment where different viewpoints can be discussed respectfully.,S10. Scientific evidence should play an important role in public policy decisions.,S11. People should be free to express differing opinions as long as they do not promote harm or discrimination.,S12. Young people should actively participate in addressing societal challenges.,S13. Critical evaluation of online information should be taught as a core educational skill.,S14. Leaders should prioritize ethical decision-making even when it reduces short-term gains.,S15. Building public trust is essential for responsible adoption of emerging technologies.,V01. Climate change requires immediate global action.,V02. Governments should prioritize investment in renewable energy over fossil fuels.,V03. Individuals should actively reduce their personal energy consumption.,V04. Public transportation and non-motorized transport should be promoted even if they require additional public investment.,V05. Single-use plastics should be significantly restricted.,"V06. Water conservation should be a priority in households, institutions, and industries.",V07. Protecting biodiversity is essential for long-term human well-being.,V08. Universities should adopt environmentally sustainable campus practices even if implementation costs increase.,"V09. Products should be designed to encourage reuse, repair, and recycling.",V10. Consumers should consider environmental impact when purchasing products.,V11. Technological innovation is essential for addressing environmental challenges.,V12. Environmental sustainability should be integrated into higher education curricula.,V13. Companies should be held accountable for the environmental impacts of their activities.,V14. International cooperation is necessary to effectively address environmental challenges.,V15. Current generations have a responsibility to protect natural resources for future generations.
T11. Technology companies should explain how recommendation algorithms work.,0.02702812388086679,0.05176736252424843,0.1812100822189695,-0.1517399254681244,0.061954033087406955,0.11634650790199973,0.17349440162041427,0.2461878221254284,0.13602292572951993,0.30282524276125145,1.0,0.3160704463125512,0.1904611907582641,0.0990113162256756,0.11002860330491107,-0.14124576756027102,-0.009892006334054152,-0.008956302931703847,-0.005144874329040081,0.09872347103401043,0.10596597953080472,0.08709975821140677,0.15786452769793693,-0.0660501804028013,-0.08735526387726249,0.22720509349038892,0.1512403147922222,0.17489069045198205,0.15466177866794012,0.12506205014033187,0.20810525294821786,0.06391186473143488,0.2324931778314699,0.24998668335685006,0.30483824118850217,0.06614250689179699,0.10741265680217474,0.2099079261604903,0.304838241188502,0.3611959604236797,0.14956508565701723,0.29464643778540256,0.24312309913211452,0.4138662442348889,0.13291914329447777,0.006357284223146354,0.22006366900034652,0.20562922708957113,0.23512002579457145,0.05368327289947373,0.2264922807571987,0.22109222358350167,0.2529946476386033,0.13341186954608936,0.36031831788940283,0.18671116173747662,0.23734567455126607,0.2159365104011887,0.017089978177609006,0.23650793650793653
T12. Governments should introduce stricter regulations for Artificial Intelligence.,-0.2856468078215273,9.904611788830682e-18,0.2919718856242164,0.1670956119620251,0.08131327294601262,0.2074448682368343,0.027640865667997436,0.12105028760598713,-0.1576342771840077,0.46290151763591775,0.3160704463125512,1.0,0.4852940894800876,0.3482549089310766,0.20946767660238827,-0.18175704299711848,0.10465113464711695,-0.13256186957867752,-0.12510660668697976,-0.04022397530681804,-0.1765598178450711,0.18802500118902207,-0.035410526422957424,-0.083391270836879,0.2732530277505541,0.10198650210812284,0.10059729446469136,-0.10462874988339516,0.14391089237838023,0.07954940196567853,0.22070726306781394,0.07870054393591482,0.25457583338797346,0.30524902305438056,0.3556311797834489,0.18205101804169194,0.14376569598348996,0.05843927197451712,0.15190591521889973,0.1830831865597831,0.03446076694727377,0.23992422221433463,0.41556100435459015,0.3174602002423485,0.33617716329671643,0.016168692137971806,0.3094815366742714,0.14899741588955406,0.18883849632900573,0.00263310909840173,0.09352610926775975,0.032152828867257226,0.16222710931245207,0.172208614925359,0.31817949830486403,0.07256949260347739,0.18507136785366718,0.2138785530284742,-0.03797208563023591,0.17782655016836987
T13. Cybersecurity deserves greater investment than the development of new digital technologies.,-0.148165637259848,0.025133618597533804,0.11915586778873313,0.006200471132787495,-0.04975532928186411,0.033815644687822576,-0.054840495209756056,0.12743673668496994,-0.10992474268265948,0.2582430946514047,0.1904611907582641,0.4852940894800876,1.0,0.016410162184698915,0.05315693271795608,-0.0041009118494009095,0.03056248914179776,0.023853984917456952,-0.15237144547443035,0.15826673181957143,0.07702446335753675,0.19573248105403115,-0.04011815584584877,0.13002394719251067,0.18256002792559048,0.18472639499357024,0.047644138135378156,0.07635322583307162,0.019865073767746547,0.011290151982939787,0.09219077813972089,0.008336392859227076,0.16799322798509078,0.02920210737872933,0.17638788840377237,0.2293779130658803,-0.09693767553234127,0.15018696802996914,0.00023362634225673035,0.18559986107630821,0.10670029545053797,0.17027270071734002,0.3245347443963614,0.18310309301133545,0.050947651930959764,-0.07826560150515688,0.10257716115430772,0.08193164807029185,0.0665656036051626,0.09161300721440485,0.2581468695569396,0.2597753878469714,0.32195627187826487,0.04036002390296025,0.28339705393708375,0.15823334236431785,0.2270831148713575,0.16635693824414155,0.003232741803557064,0.1418000079171354
T14. Social media algorithms contribute to opinion polarization.,-0.07849864353628681,0.11742179860604585,0.1994150698569859,0.31902907423807797,0.07061610416126587,0.15349520816447468,0.15928606584970614,0.15294899394738862,-0.0552625382270812,0.2952850081699487,0.0990113162256756,0.3482549089310766,0.016410162184698915,1.0,0.11966409163719328,-0.09969805875965239,0.01427849488119391,-0.2578581462027178,-0.0029174771895853126,0.03235358424944315,0.11811894222501385,0.13547302748691573,-0.020870813017533837,0.0014163554523759171,0.3531332010854709,-0.030676193672265324,0.08679063638054359,-0.10534559149128761,0.036427012201326485,0.07718997315912121,0.12979195518160325,0.0714024831973061,0.09164054624886465,0.17053672346218274,0.22784631115257828,0.2851729402662769,0.1261194009119334,0.037588862683842525,0.2420355425057928,0.17373965430975963,-0.15231739877801706,0.20637902722563217,0.19200027886686685,0.25061709213447136,0.26446936450974556,0.13415720887917262,0.44866952124801607,0.0728338839123951,0.11740018449321463,-0.12338575384712007,-0.15636853555139268,-0.07045594161080966,0.14925640153786288,0.17131190446819844,0.2514461434505169,0.20111965969451862,0.2280309644275438,0.34609833716555755,0.21093929758778684,0.028803291992923752
T15. Society will increasingly depend on AI-assisted decision making.,-0.06619986837730325,0.014436136508833483,0.15075599031406572,0.25360910727535674,0.22377632326508187,0.12642529289550822,-0.015560677178725455,0.03735547980981131,-0.04663515379389939,-0.0049858327629003375,0.11002860330491107,0.20946767660238827,0.05315693271795608,0.11966409163719328,1.0,-0.09962738554284638,-0.0742298106886047,0.015271069184709034,-0.12338664726452454,-0.10279274921455046,-0.06433515109904517,0.1110360053120701,0.1350373648241994,-0.2117425238949098,0.057278265606402624,-0.012822793245519605,0.05644160981253504,-0.08993354746036028,0.03651204182081448,0.061051901649521234,-0.09663318136021701,-0.07873962436375752,-0.03004406225755231,-0.07547839682258951,0.03113190913369404,0.013077315053528148,0.07470803873364278,-0.026887394921467696,0.08346572190154143,0.1332550325036074,0.15321510755398848,-0.0676607091121173,0.1653734051289515,0.2567899451895435,0.24580992760338571,0.08661530434660512,0.0973614177013788,0.07128648392247343,0.11437231347179311,-0.11041304971128721,0.2146662752337536,-0.08306219637954973,0.11722066610614829,0.09476272309487735,0.09400685711139187,0.13853626154968057,0.03782145341366153,0.17119618887426677,0.0960588628633231,0.2053867261691672
E01. Project-based learning develops deeper understanding than examination-oriented learning.,0.057865863394741354,0.11248454988662633,-0.10860355265417568,0.03424119313342647,0.05488227314452858,0.199188722888208,0.09901170358275868,-0.005244489625151562,0.015638213703862598,-0.04100725488518812,-0.14124576756027102,-0.18175704299711848,-0.0041009118494009095,-0.09969805875965239,-0.09962738554284638,1.0,-0.3056952439405951,-0.13221137744456068,0.09937086825129504,0.3829073628293469,0.22440426906425975,0.16582588113468996,0.02003681368198771,0.4308264422362313,0.33112314403450716,0.1110150924713582,0.14834528484377607,0.17244924253144808,0.13335806815232254,0.1443284299924638,0.035965184898243394,0.22661889168372276,0.02776640681624094,0.10709558394750178,0.005344105045895831,0.31735018600084663,0.3209568133422427,0.05625548370174303,0.18657897181975633,-0.02443073788291698,0.20044599097972066,0.10118050579849074,0.033349835845100914,0.055390162544940315,0.06755978368318431,0.1080972969399327,0.032245926640976294,0.08314475741451874,0.011002155573994941,0.2349314602472898,0.05130120489905046,0.2779529143331747,0.07265216525586346,0.1417625317002091,0.01397074751506667,0.10082176946984855,0.14597288807419403,-0.003446870935166378,0.2606385649464227,-0.044454094286410915
E02. Traditional written examinations accurately measure a student's knowledge.,0.14371132623212435,0.010264938063287708,0.07466411286584103,0.023324398379213487,0.0068967582082267425,-0.1265571923188969,0.07745186612448916,0.1967018800851146,0.030241281478078322,-0.032793275152415875,-0.009892006334054152,0.10465113464711695,0.03056248914179776,0.01427849488119391,-0.0742298106886047,-0.3056952439405951,1.0,0.28415091018606364,-0.10201759130814964,-0.04360076507403532,0.025214362802968408,-0.1934350929511753,0.057096525780574794,-0.22804318196965365,-0.18173539252544924,-0.19647871505388492,0.010834882249575026,-0.039146884575827726,0.02498861647224931,-0.1810685903038285,-0.003549689578957389,0.027994240935791143,-0.17247743751695205,0.06261448456312309,0.03606740713591376,-0.07772078244623001,-0.1894343023994311,0.050982697645941565,-0.15495626769503648,-0.06911331694264676,-0.1864168456087433,-0.03469803776627399,-0.10688584487765633,-0.11560048637600392,-0.09340375621368563,-0.10336791949176917,0.02276680322305518,-0.07287298606392505,0.06870594944988903,-0.14556204570131884,-0.0053625194923000346,-0.03948532554776051,-0.10142306823555064,-0.018011375685486147,0.017745114321507556,-0.19321332237828,0.05190149234491312,-0.024063008007257403,-0.09365321721565098,0.041546426603027375
E03. Class attendance should be compulsory for all courses.,0.111159492318102,-0.08178683348297718,-0.03691524473964896,-0.10924694745015365,-0.06623504063017006,-0.29635463165572234,-0.019899705049799835,-0.022164437588331268,-0.05686517229575538,-0.1465305672219412,-0.008956302931703847,-0.13256186957867752,0.023853984917456952,-0.2578581462027178,0.015271069184709034,-0.13221137744456068,0.28415091018606364,1.0,-0.27568636641165695,-0.23547782077996718,-0.08047867930681943,-0.2948747078917774,0.062138440632604805,0.039789734382862076,-0.4374685334598462,-0.27847847970812467,-0.2772623627049455,0.048553750249721056,-0.11393251425533496,-0.15546899255676422,-0.0036615706304310033,-0.002260608210143099,-0.015011058455118539,-0.19450639690464255,-0.22902201891527843,-0.2904104657853916,-0.17269509227136515,-0.11980001120402292,-0.25125901162323494,-0.07438441014698813,-0.13261547129989731,-0.1745297633461289,-0.21776583242519193,-0.23119535177981324,0.04605216436233688,-0.0774809083332594,-0.11738333649866878,-0.04307762391269833,-0.057721255612141295,-0.23119499631774798,0.07381742497145119,-0.11483668425342938,-0.14647544434908977,-0.13309659952434003,-0.06245426366216227,-0.0671614082904009,0.05068995326830436,-0.1550710591482026,-0.1421899811893171,-0.0601863557010498
E04. High-quality online learning can effectively complement classroom teaching.,0.10069221241903427,0.13703016759729053,-0.3177034700903048,-0.06672115031570834,0.055075904232330525,0.12235142026751819,0.0767202941094362,-0.0910419202063808,0.12625404492571882,-0.07098950941904393,-0.005144874329040081,-0.12510660668697976,-0.15237144547443035,-0.0029174771895853126,-0.12338664726452454,0.09937086825129504,-0.10201759130814964,-0.27568636641165695,1.0,0.11369324137147481,0.08414878734404697,0.21079438266514586,0.022923339635484836,-0.03526130965036086,0.2805117869061768,-0.12052275500687737,0.19924697855200074,-0.056802733238137997,0.12563462270701367,0.1080959932590929,-0.07784846103760745,-0.04256482024057389,0.09535264838321618,0.10945814015126043,-0.05349734984774203,0.31866725524839634,0.04491862945522788,0.012153311801912304,0.17832449949247345,0.004251692610224255,0.14543428467660346,-0.014596511620353908,0.11452670819170829,0.16846148727303223,0.03791780976795078,0.10817981943987214,0.136454703569779,0.004136081653397986,-0.03431622888895105,0.21999791085094575,0.09843089581585833,0.12734633960853342,0.087350400808239,0.21897215358376615,0.12289553570112427,0.2085039185754002,0.06962059749803691,0.226747285116394,0.17625124270153553,0.13085130376858772
E05. Students should be encouraged to take courses outside their primary discipline.,-0.052779984434865486,-0.21769642556181362,0.11975741756563814,-0.01014257622994481,-0.13274456831638926,0.018952116319572603,0.004020350523751684,0.120903190131995,0.12993056423424063,0.06855210610726141,0.09872347103401043,-0.04022397530681804,0.15826673181957143,0.03235358424944315,-0.10279274921455046,0.3829073628293469,-0.04360076507403532,-0.23547782077996718,0.11369324137147481,1.0,0.34031655277969575,0.25362523306599966,0.08229695306628125,0.2071870584644337,0.25060410403469874,0.1603587826992436,0.03172283554865407,0.13043250300918366,0.12165837360650562,0.18379537712128127,-0.07354130644442645,0.13780528430584232,-0.030084324786979217,0.07625273401903349,0.16926562238218287,0.341257185830487,0.15129627401740045,0.0983839094035238,0.19402458824399305,0.1293299290009031,0.17819375720973352,0.1996992078076824,0.10683052520537684,0.031874666368828825,-0.02768855255534912,0.11457506242563695,0.07419283855294628,0.0037106203746392788,0.011661463305668985,0.1886498761901231,-0.052085086493733695,0.35370962051159716,0.1910536404912124,0.12759451972487773,0.14747110218512074,0.030516190424915008,0.30132087560098203,0.1253733950586306,0.12671642898993274,0.13664225877207348
E06. Every undergraduate student should participate in at least one research project.,0.10959809139865173,0.07257421384275735,-0.06975600639755486,0.10428341330020036,-0.10492283753013579,0.24632885806298202,0.061012443154721416,0.1632638424644762,0.17556011522433726,-0.03133134797678909,0.10596597953080472,-0.1765598178450711,0.07702446335753675,0.11811894222501385,-0.06433515109904517,0.22440426906425975,0.025214362802968408,-0.08047867930681943,0.08414878734404697,0.34031655277969575,1.0,0.11629310106667663,0.17890683288540274,0.15134669919388016,0.19215969858035328,0.00021066509000321358,0.07438904526392803,0.21517213184663836,0.19215969858035337,0.09594681595161629,0.025843611499076446,-0.008023876542023915,-0.11551882325728462,0.20377845495010777,-0.058690577359968,0.12788825059650258,0.20078002159573755,0.02628304177386672,0.07285726844685685,0.3336403130463322,-0.03423343133934985,0.041573642841319175,0.08068901864798352,0.15072096622326298,0.007628089224686763,0.03946949624338169,0.08632182554431525,0.008470167321346977,0.00991343748606124,-0.03833852216446757,-0.10177993068246866,0.10322085329037091,0.10060303226595388,0.17054780257564486,0.09102914859856827,0.18190481289177474,0.097142301727152,0.14344129646256787,0.04542866138931347,0.0756597093849945
"E07. Publishing research before graduation should be encouraged, but not mandatory.",-0.05493000461506703,0.10706962101042253,0.2117839183253664,0.22720104180510592,0.06918472448421052,0.19700015262419107,0.03745625654662659,4.433931255566476e-17,0.10856676776170292,0.17168735634455587,0.08709975821140677,0.18802500118902207,0.19573248105403115,0.13547302748691573,0.1110360053120701,0.16582588113468996,-0.1934350929511753,-0.2948747078917774,0.21079438266514586,0.25362523306599966,0.11629310106667663,1.0,0.09147574847525022,0.2558372815079571,0.4997742308340293,0.3012952700703624,0.38550132026191064,0.12717165931239746,0.4117636744607412,0.33985767905374714,0.27750194548106943,0.23449965015327692,0.2564206638711099,0.20659526335925343,0.10720285720160487,0.39789281511010727,0.19415655757245087,0.09258685504672896,0.3068219706114901,0.2159361189346174,0.40764748323549765,0.15250249978942343,0.22260172463295833,0.35611724737315925,0.28662772390140684,0.13953691551674505,0.18300788358632772,0.04801472874570661,0.003017942774348765,0.20003725220278745,0.14839733040169922,0.43385816883898737,0.4194940456344843,0.3426705580824393,0.2739607019828516,0.3425796642652347,0.29212335803083217,0.2741929213099731,0.35464974547241224,0.2194913906927452
E08. Maintaining academic honesty is more important than obtaining high grades.,0.188125263386964,0.07207907067321477,0.09811558786154675,0.00692559302147604,-0.06468616684585035,0.1348871489973976,0.005581888877461829,-0.21877642583352655,-0.0901874186908054,-0.022404662956450827,0.15786452769793693,-0.035410526422957424,-0.04011815584584877,-0.020870813017533837,0.1350373648241994,0.02003681368198771,0.057096525780574794,0.062138440632604805,0.022923339635484836,0.08229695306628125,0.17890683288540274,0.09147574847525022,1.0,0.004946068883727508,0.08112492898227247,0.29651765401017854,0.23243566201015184,0.13966174959030792,0.14333589980294778,0.3174652125716944,0.24622795906758796,0.08819173881731343,-0.05963541600957046,0.012562023769419145,0.017956048169390337,0.12084360360731428,0.16187414970394684,0.18459061755676087,0.07021618836388485,0.07984046617607282,0.057799780894784325,-0.024569258255781695,-0.011274659562611249,0.2579600201150857,0.2688414036937939,0.06701971825132065,0.24947726715695856,0.3282568283372469,0.17547407644809052,-0.01708496399545471,0.0957510822594386,0.11439922941045651,0.19822881952864085,0.31279620593947144,0.2433992034873704,0.009980995363255857,0.20207757496083384,0.07156263708395545,0.11669060952622155,0.11846154158453177
E09. Collaborative learning is generally more effective than individual learning.,0.005268126960219947,0.06652440187338475,-0.010512841997646698,0.15403860408665765,-0.15297772871489165,-0.027664948210186925,-0.002552658377515845,-0.05660492288298599,-0.06949049736775517,0.2460308613467911,-0.0660501804028013,-0.083391270836879,0.13002394719251067,0.0014163554523759171,-0.2117425238949098,0.4308264422362313,-0.22804318196965365,0.039789734382862076,-0.03526130965036086,0.2071870584644337,0.15134669919388016,0.2558372815079571,0.004946068883727508,1.0,0.23748390455245433,0.2191730105699686,0.15010902105969082,0.2597413035170713,0.03014555836385396,0.08964932026919223,0.24606725026637313,0.3424162681800258,0.2003116630769495,0.1191600382656215,0.10635948224767999,0.07525342125937969,0.13099526083013563,0.2865236440148673,0.15191267134988415,0.08067114934439658,0.0784493011821687,0.26297703487138013,0.05491946998755395,0.18291894797740751,0.1708096776428581,-0.0019451239336819824,-0.12931163647878643,0.029316137450447376,-0.06865771000439941,0.11566502338938635,-0.07736701649754804,0.28528256076853664,0.19823230976760448,0.06756967941349105,0.12580989478630272,0.11925385160109683,0.2097160515497678,0.08867524204399388,0.2333076752684561,0.15366380205475244
E10. Universities should prioritize innovation and problem-solving over rote learning.,-0.12932871098717943,0.1307717286274895,0.06666855999518591,0.39711266092817926,0.13669646879955213,0.42866559154243467,-0.006842647329865302,-0.012575294877419475,-0.029378191517723237,0.2258242600619227,-0.08735526387726249,0.2732530277505541,0.18256002792559048,0.3531332010854709,0.057278265606402624,0.33112314403450716,-0.18173539252544924,-0.4374685334598462,0.2805117869061768,0.25060410403469874,0.19215969858035328,0.4997742308340293,0.08112492898227247,0.23748390455245433,1.0,0.28839970146377697,0.4373380417729176,0.07163258140860769,0.48268733850129203,0.48033425811097713,0.14353885886956017,0.18313784701714345,0.025880081012644034,0.2302845480436143,0.2926489360489803,0.5253465241747844,0.39264445644610574,-0.019028372339802962,0.35190806640157785,0.19526763956670462,0.28143935978776835,0.23053918373892532,0.3276374612518296,0.41233891119824867,0.3917347952490755,0.17034440440411808,0.41237139940680384,0.17328114132966124,0.16076751772350495,0.1777367862529484,0.09790016622520019,0.30356125453002675,0.23172355178048387,0.4586611888707898,0.23881467818974703,0.2195109312612949,0.28237376981123363,0.4215121960616767,0.4050852782124624,0.3147653606593819
E11. University curricula should be updated more frequently to match emerging technologies.,-0.017513015215485254,-4.199037259182706e-17,0.390898678896867,0.018941801938859564,0.06223193883670523,0.19825889403865588,0.11817565896710996,-0.10580376071567492,-0.03605595181674701,0.22392853120615175,0.22720509349038892,0.10198650210812284,0.18472639499357024,-0.030676193672265324,-0.012822793245519605,0.1110150924713582,-0.19647871505388492,-0.27847847970812467,-0.12052275500687737,0.1603587826992436,0.00021066509000321358,0.3012952700703624,0.29651765401017854,0.2191730105699686,0.28839970146377697,1.0,0.34994397759343115,0.12649107906890408,0.340214850196657,0.4285889164796932,0.15592445425314103,0.2230181065118332,0.06990590397288762,0.10462835114318862,0.25580577639658636,0.23888122363616832,0.3024747567868987,0.28093300551946193,0.23404219594399722,0.26990628888582907,0.38229692928300774,0.3020937403518516,0.13423029971720393,0.20063915330234186,0.055167811433356355,0.17630797292409064,0.2619543553013888,0.13677406528614508,0.1935320443297794,0.25787675327133003,0.21808179832253072,0.5140594363151089,0.39963820453409227,0.402357645633238,0.2575038438268721,0.07365803762870189,0.1730865497879085,0.12417520024022854,0.31535569716268746,0.25181897861851427
E12. Artificial intelligence should be integrated into teaching and personalized learning.,0.22202152912347756,0.5234779163064883,0.09302057700049628,0.33232774451763536,0.13523268153763068,0.4494204069814052,0.013287572482354043,0.15656626070840263,0.03053244917534962,0.13655750934961683,0.1512403147922222,0.10059729446469136,0.047644138135378156,0.08679063638054359,0.05644160981253504,0.14834528484377607,0.010834882249575026,-0.2772623627049455,0.19924697855200074,0.03172283554865407,0.07438904526392803,0.38550132026191064,0.23243566201015184,0.15010902105969082,0.4373380417729176,0.34994397759343115,1.0,0.1549970291599273,0.43733804177291774,0.31873854870078105,0.18253554252134158,0.11821528619198116,0.21373692473375552,0.25881513889461194,0.01677190179581267,0.22618471012094735,0.3077708104736739,0.12965171636965944,0.2078887580616778,0.16328563869299711,0.15498533816882554,0.2224116094679275,0.3033454991026016,0.3330168097803689,0.2137306197870259,0.0230568547660046,0.257446895000021,0.32797837798964086,0.08469107700505825,0.1737494251430193,0.11907199998558578,0.31394199981694854,0.25610175980571526,0.25022009661243416,0.23973512345358053,0.20856740892527906,0.23153233602705128,0.08293520602684168,0.338851067441845,0.2349591471094653
E13. Universities should invest more resources in research than in expanding infrastructure.,0.08025211060492886,0.024494789758662903,-0.07699395541637953,0.013675973178387825,-0.05907046828858418,-0.10980387360968921,-0.012304252694140354,0.18672472522102113,0.13986901823933798,0.04864388889922934,0.17489069045198205,-0.10462874988339516,0.07635322583307162,-0.10534559149128761,-0.08993354746036028,0.17244924253144808,-0.039146884575827726,0.048553750249721056,-0.056802733238137997,0.13043250300918366,0.21517213184663836,0.12717165931239746,0.13966174959030792,0.2597413035170713,0.07163258140860769,0.12649107906890408,0.1549970291599273,1.0,0.05401483841351762,0.09688171749345126,0.21130809640262319,0.27533042088711845,-0.004691211832191609,0.12273318299837395,-0.03734086321898262,-0.061931004852259934,0.11839119404787146,0.23761301967681853,0.08993683519206175,0.17822237739543767,0.0693255076954868,0.09480076630456662,-0.022726009180786638,0.11896607061888663,0.0904782532324569,-0.1746834721429984,-0.09590460573296562,-0.0005914753067945823,0.015056643312702844,-0.11966479417525605,0.14692957171970833,0.17478608581998445,0.1866280232833785,0.049503505696548024,0.07306800224696297,0.02504457495924684,0.06567367079256535,-0.11146340787810996,0.059440833627441354,0.027038315333680597
E14. Strong collaborations between universities and industry improve student education.,0.051478607027019854,0.27788992333341533,0.20191656227841348,0.35848385051186255,0.13669646879955227,0.4832484770326796,0.039858420696465426,0.06173326576187723,0.15674566740152343,0.1524313755417978,0.15466177866794012,0.14391089237838023,0.019865073767746547,0.036427012201326485,0.03651204182081448,0.13335806815232254,0.02498861647224931,-0.11393251425533496,0.12563462270701367,0.12165837360650562,0.19215969858035337,0.4117636744607412,0.14333589980294778,0.03014555836385396,0.48268733850129203,0.340214850196657,0.43733804177291774,0.05401483841351762,1.0,0.6107158166138822,0.1619102177403479,0.32410579505007625,0.12084328150258777,0.3299953832789936,0.12672337106170786,0.324225221272364,0.351145448854241,-0.019028372339802934,0.2689452839079416,0.2875759782709651,0.3354140315278884,0.18828527493682623,0.19076672380462298,0.2543004717077045,0.3151550608394817,0.06595827106556763,0.3674840820072596,0.2271601294651937,0.13819059779628426,0.21873563935565635,0.12565379590274917,0.30356125453002675,0.20914663185326327,0.45866118887079,0.2194800378736731,0.1237052010705139,0.2823737698112336,0.15778531403378265,0.30304303511949604,0.2887019868468214
E15. Continuous learning and skill development are essential throughout one's career.,-0.11542731712729591,0.045318927413482125,0.1412727546290022,0.16652602931204033,0.11554181813187914,0.25775229540095124,0.004742637279676328,-0.10459120760750237,0.09072696510837273,0.04695562270543374,0.12506205014033187,0.07954940196567853,0.011290151982939787,0.07718997315912121,0.061051901649521234,0.1443284299924638,-0.1810685903038285,-0.15546899255676422,0.1080959932590929,0.18379537712128127,0.09594681595161629,0.33985767905374714,0.3174652125716944,0.08964932026919223,0.48033425811097713,0.4285889164796932,0.31873854870078105,0.09688171749345126,0.6107158166138822,1.0,0.19337649547167138,0.0901890942790037,0.1400280552856745,0.17441935766364738,0.16134116397581535,0.2910489495423592,0.44693203195222525,0.23036018940354464,0.29277313045219766,0.21654392922025528,0.347377015916932,0.14771817639631962,0.041698934693394335,0.2149458512786318,0.28580136407083945,0.24368435697020707,0.3986360430469584,0.25333402306550745,0.1702371142126764,0.31726325626622864,0.22068593199435022,0.27284018317643466,0.24624196722480043,0.3443450864028466,0.12929596581269298,0.24627460082665692,0.2713075892055352,0.174977543385807,0.408808674281466,0.3779653070907808
S01. Every individual has a responsibility to contribute positively to society.,0.009031767603981103,0.12771288956999277,0.026209538091719064,0.1054648927577226,-0.020685648458136082,0.028273740784789322,0.18230114214703835,-0.021436189504095635,0.005375025740260957,0.11909272217101814,0.20810525294821786,0.22070726306781394,0.09219077813972089,0.12979195518160325,-0.09663318136021701,0.035965184898243394,-0.003549689578957389,-0.0036615706304310033,-0.07784846103760745,-0.07354130644442645,0.025843611499076446,0.27750194548106943,0.24622795906758796,0.24606725026637313,0.14353885886956017,0.15592445425314103,0.18253554252134158,0.21130809640262319,0.1619102177403479,0.19337649547167138,1.0,0.3144067321753149,0.548053950194749,0.22814398797618382,0.11752674682375801,0.07822142744949148,0.24192288148966287,0.2943592480028954,0.23481606587615494,0.15256015807278067,0.09036371607931588,0.2838707845777835,0.10576027657904283,0.44814853771811464,0.39580366228298736,0.17969113380917984,0.18691099580772425,0.16545022398240403,0.070168585922992,0.0038719866779106894,0.12605060149107647,0.13788392144400433,0.1306453782102116,0.16326662637811734,0.13910718977531486,0.22229344127233247,0.16166973649408953,0.12327568717464917,0.10009345184751145,0.10338131920653403
