scenario,node,degree,average_neighbor_degree,is_isolate,friendship_paradox_holds,neighbor_degree_minus_own
real_opinion_network,66,63,57.96825396825397,False,False,-5.031746031746032
real_opinion_network,67,74,53.527027027027025,False,False,-20.472972972972975
real_opinion_network,69,45,63.37777777777778,False,True,18.37777777777778
real_opinion_network,70,69,54.63768115942029,False,False,-14.36231884057971
real_opinion_network,72,42,63.26190476190476,False,True,21.26190476190476
real_opinion_network,74,53,60.264150943396224,False,True,7.264150943396224
real_opinion_network,77,74,53.648648648648646,False,False,-20.351351351351354
real_opinion_network,79,42,60.476190476190474,False,True,18.476190476190474
real_opinion_network,80,51,59.627450980392155,False,True,8.627450980392155
real_opinion_network,81,71,54.901408450704224,False,False,-16.098591549295776
real_opinion_network,82,51,60.88235294117647,False,True,9.882352941176471
real_opinion_network,83,74,53.527027027027025,False,False,-20.472972972972975
real_opinion_network,84,1,63.0,False,True,62.0
real_opinion_network,85,1,71.0,False,True,70.0
real_opinion_network,86,49,61.795918367346935,False,True,12.795918367346935
real_opinion_network,87,75,52.986666666666665,False,False,-22.013333333333335
real_opinion_network,89,0,0.0,True,False,
real_opinion_network,90,53,59.81132075471698,False,True,6.811320754716981
real_opinion_network,91,65,57.01538461538462,False,False,-7.984615384615381
real_opinion_network,92,61,58.57377049180328,False,False,-2.4262295081967196
real_opinion_network,93,5,59.4,False,True,54.4
real_opinion_network,94,73,54.0958904109589,False,False,-18.9041095890411
real_opinion_network,95,66,56.06060606060606,False,False,-9.939393939393938
real_opinion_network,97,68,56.088235294117645,False,False,-11.911764705882355
real_opinion_network,99,69,55.55072463768116,False,False,-13.449275362318843
real_opinion_network,101,58,58.6551724137931,False,True,0.6551724137931032
real_opinion_network,102,50,59.88,False,True,9.880000000000003
real_opinion_network,103,39,63.794871794871796,False,True,24.794871794871796
real_opinion_network,104,68,55.8235294117647,False,False,-12.176470588235297
real_opinion_network,105,71,55.2112676056338,False,False,-15.7887323943662
real_opinion_network,106,39,62.43589743589744,False,True,23.435897435897438
real_opinion_network,108,61,58.68852459016394,False,False,-2.3114754098360635
real_opinion_network,109,38,64.65789473684211,False,True,26.65789473684211
real_opinion_network,110,70,55.74285714285714,False,False,-14.25714285714286
real_opinion_network,111,22,63.22727272727273,False,True,41.22727272727273
real_opinion_network,113,20,62.35,False,True,42.35
real_opinion_network,114,75,53.22666666666667,False,False,-21.773333333333333
real_opinion_network,115,8,70.125,False,True,62.125
real_opinion_network,116,39,63.58974358974359,False,True,24.58974358974359
real_opinion_network,117,0,0.0,True,False,
real_opinion_network,118,61,58.85245901639344,False,False,-2.147540983606561
real_opinion_network,119,0,0.0,True,False,
real_opinion_network,120,0,0.0,True,False,
real_opinion_network,121,24,62.041666666666664,False,True,38.041666666666664
real_opinion_network,123,0,0.0,True,False,
real_opinion_network,125,0,0.0,True,False,
real_opinion_network,126,60,56.75,False,False,-3.25
matched_er_seed_42,0,46,44.0,False,False,-2.0
matched_er_seed_42,1,45,45.24444444444445,False,True,0.24444444444444713
matched_er_seed_42,2,45,44.86666666666667,False,False,-0.13333333333333286
matched_er_seed_42,3,41,44.24390243902439,False,True,3.2439024390243887
matched_er_seed_42,4,48,45.270833333333336,False,False,-2.7291666666666643
matched_er_seed_42,5,43,44.55813953488372,False,True,1.558139534883722
matched_er_seed_42,6,41,44.41463414634146,False,True,3.414634146341463
matched_er_seed_42,7,49,44.244897959183675,False,False,-4.755102040816325
matched_er_seed_42,8,40,44.825,False,True,4.825000000000003
matched_er_seed_42,9,36,44.80555555555556,False,True,8.805555555555557
matched_er_seed_42,10,40,46.075,False,True,6.075000000000003
matched_er_seed_42,11,42,44.95238095238095,False,True,2.952380952380949
matched_er_seed_42,12,50,44.1,False,False,-5.899999999999999
matched_er_seed_42,13,41,44.53658536585366,False,True,3.536585365853661
matched_er_seed_42,14,45,44.888888888888886,False,False,-0.11111111111111427
matched_er_seed_42,15,46,44.47826086956522,False,False,-1.5217391304347814
matched_er_seed_42,16,46,45.04347826086956,False,False,-0.9565217391304373
matched_er_seed_42,17,43,45.41860465116279,False,True,2.418604651162788
matched_er_seed_42,18,42,44.023809523809526,False,True,2.0238095238095255
matched_er_seed_42,19,35,45.57142857142857,False,True,10.57142857142857
matched_er_seed_42,20,49,45.30612244897959,False,False,-3.6938775510204067
matched_er_seed_42,21,36,44.75,False,True,8.75
matched_er_seed_42,22,45,44.355555555555554,False,False,-0.6444444444444457
matched_er_seed_42,23,42,45.214285714285715,False,True,3.2142857142857153
matched_er_seed_42,24,44,44.11363636363637,False,True,0.11363636363636687
matched_er_seed_42,25,43,44.23255813953488,False,True,1.2325581395348806
matched_er_seed_42,26,43,43.325581395348834,False,True,0.32558139534883423
matched_er_seed_42,27,40,45.225,False,True,5.225000000000001
matched_er_seed_42,28,42,44.76190476190476,False,True,2.761904761904759
matched_er_seed_42,29,54,43.851851851851855,False,False,-10.148148148148145
matched_er_seed_42,30,37,45.13513513513514,False,True,8.135135135135137
matched_er_seed_42,31,51,44.705882352941174,False,False,-6.294117647058826
matched_er_seed_42,32,48,44.8125,False,False,-3.1875
matched_er_seed_42,33,41,44.24390243902439,False,True,3.2439024390243887
matched_er_seed_42,34,48,43.375,False,False,-4.625
matched_er_seed_42,35,47,44.38297872340426,False,False,-2.617021276595743
matched_er_seed_42,36,41,44.75609756097561,False,True,3.7560975609756113
matched_er_seed_42,37,46,44.5,False,False,-1.5
matched_er_seed_42,38,51,44.86274509803921,False,False,-6.137254901960787
matched_er_seed_42,39,46,44.54347826086956,False,False,-1.4565217391304373
matched_er_seed_42,40,45,44.6,False,False,-0.3999999999999986
matched_er_seed_42,41,33,44.666666666666664,False,True,11.666666666666664
matched_er_seed_42,42,41,44.63414634146341,False,True,3.6341463414634134
matched_er_seed_42,43,48,44.604166666666664,False,False,-3.3958333333333357
matched_er_seed_42,44,49,44.30612244897959,False,False,-4.693877551020407
matched_er_seed_42,45,38,44.973684210526315,False,True,6.973684210526315
matched_er_seed_42,46,45,44.0,False,False,-1.0
matched_er_seed_42,47,48,44.916666666666664,False,False,-3.0833333333333357
matched_er_seed_42,48,43,45.06976744186046,False,True,2.0697674418604635
matched_er_seed_42,49,33,44.54545454545455,False,True,11.545454545454547
matched_er_seed_42,50,49,44.40816326530612,False,False,-4.591836734693878
matched_er_seed_42,51,46,44.84782608695652,False,False,-1.1521739130434767
matched_er_seed_42,52,44,45.70454545454545,False,True,1.7045454545454533
matched_er_seed_42,53,54,44.31481481481482,False,False,-9.685185185185183
matched_er_seed_42,54,42,44.285714285714285,False,True,2.2857142857142847
matched_er_seed_42,55,46,45.56521739130435,False,False,-0.4347826086956488
matched_er_seed_42,56,48,44.5625,False,False,-3.4375
matched_er_seed_42,57,44,45.02272727272727,False,True,1.0227272727272734
matched_er_seed_42,58,35,45.885714285714286,False,True,10.885714285714286
matched_er_seed_42,59,42,44.357142857142854,False,True,2.357142857142854
matched_er_seed_42,60,40,45.8,False,True,5.799999999999997
matched_er_seed_42,61,46,44.54347826086956,False,False,-1.4565217391304373
matched_er_seed_42,62,42,45.61904761904762,False,True,3.6190476190476204
matched_er_seed_42,63,35,44.8,False,True,9.799999999999997
matched_er_seed_42,64,54,44.68518518518518,False,False,-9.314814814814817
matched_er_seed_42,65,37,43.972972972972975,False,True,6.9729729729729755
matched_er_seed_42,66,41,45.146341463414636,False,True,4.146341463414636
matched_er_seed_42,67,44,44.09090909090909,False,True,0.09090909090909349
matched_er_seed_42,68,47,45.02127659574468,False,False,-1.9787234042553195
matched_er_seed_42,69,43,44.27906976744186,False,True,1.279069767441861
matched_er_seed_42,70,45,44.55555555555556,False,False,-0.44444444444444287
matched_er_seed_42,71,43,44.0,False,True,1.0
matched_er_seed_42,72,44,44.88636363636363,False,True,0.8863636363636331
matched_er_seed_42,73,55,44.50909090909091,False,False,-10.490909090909092
matched_er_seed_42,74,48,45.104166666666664,False,False,-2.8958333333333357
matched_er_seed_42,75,50,43.74,False,False,-6.259999999999998
matched_er_seed_42,76,43,44.883720930232556,False,True,1.8837209302325562
matched_er_seed_42,77,41,44.80487804878049,False,True,3.8048780487804876
matched_er_seed_42,78,46,45.32608695652174,False,False,-0.6739130434782581
matched_er_seed_42,79,35,44.142857142857146,False,True,9.142857142857146
matched_er_seed_42,80,44,44.20454545454545,False,True,0.20454545454545325
matched_er_seed_42,81,55,44.89090909090909,False,False,-10.10909090909091
matched_er_seed_42,82,49,45.08163265306123,False,False,-3.9183673469387728
matched_er_seed_42,83,39,45.1025641025641,False,True,6.102564102564102
matched_er_seed_42,84,50,45.1,False,False,-4.899999999999999
matched_er_seed_42,85,39,46.35897435897436,False,True,7.358974358974358
matched_er_seed_42,86,49,44.48979591836735,False,False,-4.510204081632651
matched_er_seed_42,87,47,44.12765957446808,False,False,-2.8723404255319167
matched_er_seed_42,88,46,44.65217391304348,False,False,-1.3478260869565233
matched_er_seed_42,89,44,43.47727272727273,False,False,-0.5227272727272734
matched_er_seed_42,90,46,44.91304347826087,False,False,-1.0869565217391326
